LID,License Number,License Type,Status,Licensee,Premises,Premises Address,Premises Mailing Address,Premises Owner,Premises Manager,County,Municipality,Last Issue Date,Expiration Date
69426,H5813,Hotel (Liquor),Active,CARLISLE SUITES 10 LLC,COMFORT SUITES,"10 S HANOVER ST, CARLISLE PA 17013-3306","10 S HANOVER ST, CARLISLE PA 17013-3306",,LEIGH A HAIR,Cumberland County,Carlisle,"May 15,2025","Jan 31,2026"
39941,H148,Hotel (Liquor),Active,"ROHMAN'S PUB, INC.",ROHMAN'S,"103 ROHMAN RD, SHOHOLA PA 18458-0151","103 ROHMAN RD, SHOHOLA PA 18458-0151",,MEGHAN RINKEL,Pike County,Shohola Twp,"Jun 5,2024","Sep 30,2025"
23402,H4556,Hotel (Liquor),Active,"THE 516 BALTIMORE STREET INN OF GETTYSBURG, INC.",1863 INN OF GETTYSBURG,"516 BALTIMORE ST, GETTYSBURG PA 17325-2605","516 BALTIMORE ST, GETTYSBURG PA 17325-2605",,SUZANNE GORMAN,Adams County,Gettysburg Borough,"Jan 31,2025","Feb 28,2026"
90638,H37088,Hotel (Liquor),Active,KISTLER VALLEY LLC,HOTEL KEMPTON,"9910 KISTLER VALLEY RD, KEMPTON PA 19529","9910 KISTLER VALLEY RD, KEMPTON PA 19529",HOTEL KEMPTON LLC,JOSEPH M REPPERT,Berks County,Albany Twp,"Jan 2,2025","Mar 31,2026"
62942,H943,Hotel (Liquor),Active,"GRAND CENTRAL HOTEL, INC.",GRAND CENTRAL HOTEL,"1115 GRAHAM AVE, WINDBER PA 15963-1703","1115 GRAHAM AVE, WINDBER PA 15963-1703","GRAND CENTRAL HOTEL, INC.",MARSHA S MCINTOSH,Somerset County,Windber Borough,"Dec 31,2024","Jan 31,2026"
129718,H3223,Hotel (Liquor),Active,CHU'S ROBATA & SUSHI LLC,CHU'S ROBATA & SUSHI RESTAURANT,"244 ADAMS AVE, SCRANTON PA 18503-1602","244 ADAMS AVE, SCRANTON PA 18503-1602",244 ADAMS REALTY LLC,CHIN MIN CINDY CHU,Lackawanna County,Scranton,"May 8,2025","Sep 30,2025"
97510,H3451,Hotel (Liquor),Active,DGJEG LLC,MINEOS PIZZA HOUSE,"2684 WILDWOOD RD, ALLISON PARK PA 15101-2231","2684 WILDWOOD RD, ALLISON PARK PA 15101-2231",MINEO BAGHERIA LLC,ELISSA R MINEO,Allegheny County,Hampton Twp,"Mar 27,2025","May 31,2026"
99308,H6452,Hotel (Liquor),Active,AILIN HOSPITALITY LLC,RAMADA INDIANA,"1395 WAYNE AVE, INDIANA PA 15701-3526","1395 WAYNE AVE, INDIANA PA 15701-3526",1395 WAYNE AVENUE INC,JENNIFER D. ANDERSON,Indiana County,White Twp,"Mar 19,2024","Jun 30,2025"
90605,H37378,Hotel (Liquor),Active,ILGRANAIOPA2 LLC AND MAINSTAY INN LLC JOINT VENTURE,ILGRANAIO PHOENIXVILLE,"182-184 E BRIDGE ST, PHOENIXVILLE PA 19460-3448","182-184 E BRIDGE ST, PHOENIXVILLE PA 19460-3448",,ORBELIN BITRAJ,Chester County,Phoenixville,"Dec 16,2024","Mar 31,2026"
49680,H2416,Hotel (Liquor),Active,"SKAC, INC.",SPUNKTOWN TAVERN,"699 ENGLESVILLE RD, BOYERTOWN PA 19512-9801","699 ENGLESVILLE RD, BOYERTOWN PA 19512-9801",,EDWIN KOVATTO,Berks County,Colebrookdale Twp,"Dec 23,2024","Mar 31,2026"
80493,H1608,Hotel (Liquor),Active,STOTTSVILLE INN LLC,STOTTSVILLE INN,"3512 STRASBURG RD, COATESVILLE PA 19320","3512 STRASBURG RD, COATESVILLE PA 19320",MBQ LLC,MICHAEL B QUINN,Chester County,Sadsbury Twp,"Jan 27,2025","Mar 31,2026"
127596,H59912,Hotel (Liquor),Active,VISTA MYRTLE BEACH HOTEL LP,RESIDENCE INN BY MARRIOTT,"3455 WILLIAM PENN HWY, PITTSBURGH PA 15235-5431","2-8 HAWLEY ST, BINGHAMTON NY 13901-3114",VISTA MYRTLE BEACH HOTEL LP,ROBERT F SIPEL,Allegheny County,Wilkins Twp,"May 29,2025","May 31,2026"
98596,H42761,Hotel (Liquor),Active,IAWL MANAGEMENT LLC,FAIRFIELD INN & SUITES BY MARRIOTT,"100 LAWRENCE  RD, BROOMALL PA 19008","100 LAWRENCE  RD, BROOMALL PA 19008",POTTERVILLE CP LLC,JEANNE M LAMKEN,Delaware County,Marple Twp,"Sep 11,2024","Nov 30,2025"
127747,H60082,Hotel (Liquor),Active,WEST CHESTER HOTEL LLC,HOTEL INDIGO,"39 E GAY ST, WEST CHESTER PA 19380-3144","150 ONIX DR, KENNETT SQUARE PA 19348-1886",WEST CHESTER HOTEL LLC,JASON E ASHER,Chester County,West Chester,"May 28,2025","Mar 31,2026"
61969,H6184,Hotel (Liquor),Active,WILLOW VALLEY ASSOCIATES INC,DOUBLETREE LANCASTER/WILLOW VALLEY,"2400 WILLOW ST PK, LANCASTER PA 17602","2400 WILLOW ST PK, LANCASTER PA 17602",WILLOW VALLEY ASSOCIATES INC,ASHLEY FLECK,Lancaster County,West Lampeter Twp,"Jan 7,2025","Feb 28,2026"
126594,H970,Hotel (Liquor),Active,GOLDEN PHEASANT LEGACY LLC,GOLDEN PHEASANT INN,"763 RIVER RD, ERWINNA PA 18920-9214","763 RIVER RD, ERWINNA PA 18920-9214",KAREN & DAVID THOMPSON,CHRISTINE SANTANA,Bucks County,Tinicum Twp,"Oct 23,2024","Nov 30,2025"
7485,H5016,Hotel (Liquor),Active,SKI LIBERTY OPERATING CORP,SKI LIBERTY,"78 COUNTRY CLUB TRAIL, FAIRFIELD PA 17320","PO BOX 703, FAIRFIELD PA 17320-0703",,SARAH E ILKO,Adams County,Carroll Valley,"Dec 19,2024","Feb 28,2026"
116421,H1769,Hotel (Liquor),Active,5TH ST. HOTEL INC,5TH ST. HOTEL INC,"302-304 W 5TH ST, CHESTER PA 19013-4313","302-304 W 5TH ST, CHESTER PA 19013-4313",5TH ST. HOTEL INC,WANDA L MCCLAIREN,Delaware County,Chester,"Dec 16,2024","Nov 30,2025"
127673,H59627,Hotel (Liquor),Active,GCP PRUSSIA MANAGEMENT LLC,RESIDENCE INN BY MARRIOTT,"127 S GULPH RD, KING OF PRUSSIA PA 19406-3103","127 S GULPH RD, KING OF PRUSSIA PA 19406-3103",GCP PRUSSIA LP,ROBERT J TODAK,Montgomery County,Upper Merion Twp,"Mar 6,2025","Apr 30,2026"
66114,H6307,Hotel (Liquor),Active,HERSHA HOSPITALITY MANAGEMENT LP,THE RITTENHOUSE,"202-214 W RITTENHOUSE SQ & 225 S 20TH ST, PHILADELPHIA PA 19103-5726","202-214 W RITTENHOUSE SQ & 225 S 20TH ST, PHILADELPHIA PA 19103-5726",,GREGG R SKOWRONSKI,Philadelphia County,Philadelphia City,"Nov 27,2024","Oct 31,2025"
66944,H5578,Hotel (Liquor),Active,GETTYSBURG HOTEL INC,THE GETTYSBURG HOTEL,"1 LINCOLN SQ AND 10 YORK ST, GETTYSBURG PA 17325-2205","1 LINCOLN SQ AND 10 YORK ST, GETTYSBURG PA 17325-2205",,ANDREA N PROULX,Adams County,Gettysburg Borough,"May 6,2025","Feb 28,2026"
127579,H59833,Hotel (Liquor),Active,"SCHOLAR HOTELS, LLC",COURTYARD BY MARRIOTT-PHILADELPHIA CITY AVENUE,"4100 PRESIDENTIAL BLVD, PHILADELPHIA PA 19131-1702","4100 PRESIDENTIAL BLVD, PHILADELPHIA PA 19131-1702",CLBW ASSOCIATES A LIMITED PARTNERSHIP,CAITLIN M HALLINAN,Philadelphia County,Philadelphia City,"Dec 30,2024","Oct 31,2025"
94929,H435,Hotel (Liquor),Active,H&H KNIGHT OUT LLC,H&H KNIGHT OUT LLC,"3 BRIDGE ST, TOWANDA PA 18848-1621","1967 SUGAR CREEK RD, TOWANDA PA 18848",ACKLEYERS LLC,HEATHER L HEYER,Bradford County,Towanda,"Jul 22,2024","Sep 30,2025"
68548,H3420,Hotel (Liquor),Active,JAB MANAGEMENT SERVICES LLC,JAB MANAGEMENT SERVICES LLC,"1035 STATE RTE 307, SPRING BROOK TWP PA 18444-6457","1035 STATE RTE 307, SPRING BROOK TWP PA 18444-6457",JOHN A BASALYGA,TYLETTE A LOTZ,Lackawanna County,Spring Brook Twp,"Jul 30,2024","Sep 30,2025"
73221,H6535,Hotel (Liquor),Active,SINGH REALTY LLC,FAIRFIELD INN & SUITES - BARTONSVILLE,"294 FRANTZ RD, STROUDSBURG PA 18360-7455","67 N CHURCH ST, HAZELTON PA 18201-5801",,KENDY CASTILLO,Monroe County,Stroud Twp,"May 23,2024","Sep 30,2025"
63974,H3088,Hotel (Liquor),Active,"N.A. HOSPITALITY, LLC",PRINCE HOTEL,"45 EAST TIOGA STREET, TUNKHANNOCK PA 18657","45 EAST TIOGA STREET, TUNKHANNOCK PA 18657",,SAMIR K MEHTA,Wyoming County,Tunkhannock,"Jul 5,2024","Sep 30,2025"
64789,H6265,Hotel (Liquor),Active,MOUNT AIRY #1 LLC,MOUNT AIRY CASINO RESORT,"312 WOODLAND RD, MOUNT POCONO PA 18344-7172","312 WOODLAND RD, MOUNT POCONO PA 18344-7172",,COREY T ROBINSON,Monroe County,Paradise Twp,"Jul 9,2024","Sep 30,2025"
7569,H5183,Hotel (Liquor),Active,"VILLA SENA, INC.","VILLA SENA, INC.","R D 2  BOX 76-A, TOWANDA PA 18848-9606","R D 2  BOX 76-A, TOWANDA PA 18848-9606",,MICHAEL SENA,Bradford County,Towanda Twp,"Jul 18,2024","Sep 30,2025"
95707,H43019,Hotel (Liquor),Active,CHESTLEN DEVELOPMENT LP,W PHILADELPHIA / ELEMENT PHILADELPHIA,"1441 CHESTNUT ST, PHILADELPHIA PA 19102","1441 CHESTNUT ST, PHILADELPHIA PA 19102",CHESTLEN DEVELOPMENT LP,EDWARD D BATEN,Philadelphia County,Philadelphia City,"Oct 22,2024","Oct 31,2025"
63306,H3632,Hotel (Liquor),Active,"ZAMORTH, INC",ERNIE G'S PUB AND EATERY,"1022 MAIN ST, AVOCA PA 18641-1608","1022 MAIN ST, AVOCA PA 18641-1608",,ELAINE S ZAMBETTI,Luzerne County,Avoca,"Sep 3,2024","Aug 31,2025"
59546,H6128,Hotel (Liquor),Active,WHITE LODGING SERVICES CORPORATION,SHERATON ERIE BAYFRONT HOTEL,"55 W BAY DR, ERIE PA 16507","55 W BAY DR, ERIE PA 16507",,STACY LYNN TUPEK,Erie County,Erie,"Apr 14,2025","Jul 31,2025"
53783,H3959,Hotel (Liquor),Active,"P & J POPLAR, INC.","P & J POPLAR, INC.","72-74 POPLAR ST, CONSHOHOCKEN PA 19428-1927","72-74 POPLAR ST, CONSHOHOCKEN PA 19428-1927",,PAUL M DIBONA,Montgomery County,Conshohocken,"Mar 5,2025","Apr 30,2026"
116006,H262,Hotel (Liquor),Active,KLINGERSTOWN COUNTRY INNS LLC,KLINGERSTOWN COUNTRY INNS LLC,"92 MAIN ST, KLINGERSTOWN PA 17941-0066","92 MAIN ST, KLINGERSTOWN PA 17941-0066",KLINGERSTOWN COUNTRY INNS LLC,ROBYN J WEHRY,Schuylkill County,Upper Mahantongo Twp,"Mar 11,2025","Mar 31,2026"
88000,H37963,Hotel (Liquor),Active,SUMMIT HOTEL TRS 139 LLC,COURTYARD PITTSBURGH,"945 PENN AVE, PITTSBURGH PA 15222-3802","945 PENN AVE, PITTSBURGH PA 15222-3802",,CHRISTOPHER G BURKE,Allegheny County,Pittsburgh,"Mar 21,2025","May 31,2026"
110991,H6113,Hotel (Liquor),Active,SKYLINE INN LLC,SKYLINE INN LLC,"25 KNOB RD, MOUNT POCONO PA 18344-1403","25 KNOB RD, MOUNT POCONO PA 18344-1403",SKYLINE INN LLC,ANDRES L ALCIVAR,Monroe County,Mount Pocono,"Jun 12,2024","Sep 30,2025"
118325,H846,Hotel (Liquor),Active,PH PUB LLC,PH PUB LLC,"217 E MAIN ST, COLLEGEVILLE PA 19426","217 E MAIN ST, COLLEGEVILLE PA 19426",217 E MAIN ST LLC,XHEK KONDAKCIU,Montgomery County,Collegeville,"Feb 25,2025","Apr 30,2026"
89343,H5683,Hotel (Liquor),Active,TYB LLC,TYB LLC,"136 MARKET ST, LEWISBURG PA 17837-1578","136 MARKET ST, LEWISBURG PA 17837-1578",,DALE E WALIZE,Union County,Lewisburg,"Dec 3,2024","Jan 31,2026"
93402,H710,Hotel (Liquor),Active,LB&J LLC,LB&J LLC,"301 MULBERRY ST, CATASAUQUA PA 18032-1825","301 MULBERRY ST, CATASAUQUA PA 18032-1825",MULBERRY 301 LLC,TYLER A CIMEROL,Lehigh County,Catasauqua,"May 2,2025","Apr 30,2026"
119821,H4611,Hotel (Liquor),Active,SOMANSHU PROPERTY LLC,SANATOGA INN,"2688 E HIGH ST, POTTSTOWN PA 19464-3116","2688 E HIGH ST, POTTSTOWN PA 19464-3116",SOMANSHU PROPERTY LLC,SUKHCHAIN SINGH,Montgomery County,Lower Pottsgrove Twp,"Mar 10,2025","Apr 30,2026"
80519,H31690,Hotel (Liquor),Active,PLAMONDON HOSPITALITY PARTNERS LLC,FAIRFIELD INN & SUITES / TOWNEPLACE SUITES BY MARRIOTT,"2915 PLEASANT VALLEY BLVD, ALTOONA PA 16602-4378","2915 PLEASANT VALLEY BLVD, ALTOONA PA 16602-4378",CITY LINE HOSPITALITY HOLDINGS LP,KATHRYN P MILLWARD,Blair County,Altoona,"Oct 9,2024","Jan 31,2026"
121554,I41998,Importer,Active,GABAGOOL1512,PARK PLACE,"61 PARK PL, KINGSTON PA 18704","61 PARK PL, KINGSTON PA 18704",AMY L FRENCHKO,AMY L FRENCHKO,Luzerne County,Kingston,"Jul 31,2024","Jun 30,2025"
94269,I40214,Importer,Active,MONSIEUR TOUTON SELECTION PA LTD,MONSIEUR TOUTON SELECTION PA,"4705 CARA CRT, CHESTER SPRINGS PA 19425","129 W 27TH ST FL 9, NEW YORK NY 10001",KATHLEEN N GABRIEL,ALAIN BLANCHON,Chester County,West Pikeland Twp,"May 8,2024","Jun 30,2025"
60099,I796,Importer,Active,DECON LABORATORIES INC,DECON LABORATORIES INC,"460 GLENNIE CIR, KING OF PRUSSIA PA 19406-2628","460 GLENNIE CIR, KING OF PRUSSIA PA 19406-2628",,,Montgomery County,Upper Merion Twp,"Apr 16,2024","Jun 30,2025"
31226,I645,Importer,Active,PETIT POIS CORP.,PETIT POIS CORP.,"521 REVERE RD, MERION PA 19066-1042","521 REVERE RD, MERION PA 19066-1042",,JAMES WEINROTT,Montgomery County,Lower Merion Twp,"Apr 8,2024","Jun 30,2025"
95737,I41496,Importer,Active,"REFUCILO, LLC",REFUCILO,"907 WESTERN AVE, PITTSBURGH PA 15233","907 WESTERN AVE, PITTSBURGH PA 15233",OLD ALLEGHENY CAPITAL LLC,JUAN A LORA,Allegheny County,Pittsburgh,"Apr 29,2024","Jun 30,2025"
49370,IA3843,Transporter for Hire Class A,Active,PRIDE SOLVENTS AND CHEMICAL CO OF NJ INC,PRIDE SOLVENTS AND CHEMICAL CO OF NJ INC,"211 RANDOLPH AVE, AVENEL NJ 7001","211 RANDOLPH AVE, AVENEL NJ 7001",,,,,"Sep 24,2024","Dec 31,2025"
110254,IA49474,Transporter for Hire Class A,Active,SAZERAC COMPANY INC,SAZERAC COMPANY INC,"101 MAGAZINE ST, NEW ORLEANS LA 70130-2420","101 MAGAZINE ST, NEW ORLEANS LA 70130-2420",,,,,"Oct 9,2024","Dec 31,2025"
50881,IA3884,Transporter for Hire Class A,Active,DISTRIBUTORS TRANSPORT INC,DISTRIBUTORS TRANSPORT INC,"21443 N 23RD AVE STE #3, PHOENIX AZ 85027-2575","21443 N 23RD AVE STE #3, PHOENIX AZ 85027-2575",,,,,"Oct 9,2024","Dec 31,2025"
103683,IA45628,Transporter for Hire Class A,Active,2235016 ONTARIO INC,2235016 ONTARIO INC,"5100 ORBITOR DR  #100, MISSISSAUGA ON L4W 4Z4 Canada","5100 ORBITOR DR  #100, MISSISSAUGA ON L4W 4Z4 Canada",,,,,"Jan 6,2025","Dec 31,2025"
91699,IA37120,Transporter for Hire Class A,Active,FUEL TRUCK INC,FUEL TRUCK INC,"2480 RUE SENKUS, LASALLE, QC  H8N 2X9","2480 RUE SENKUS, LASALLE, QC  H8N 2X9",,,,,"Nov 21,2024","Dec 31,2025"
51490,IA3899,Transporter for Hire Class A,Active,US XPRESS INC,US XPRESS INC,"4080 JENKINS RD, CHATTANOOGA TN 37421-1174","4080 JENKINS RD, CHATTANOOGA TN 37421-1174",,,,,"Nov 18,2024","Dec 31,2025"
70190,IA4344,Transporter for Hire Class A,Active,QUICK COURIER SERVICE INC,QUICK COURIER SERVICE INC,"5185 CAMPUS DR STE 100, PLYMOUTH MEETING PA 19462-1112","PO BOX 8640, PHILADELPHIA PA 19101",,,Montgomery County,Whitemarsh Twp,"Oct 3,2024","Dec 31,2025"
66078,IA4249,Transporter for Hire Class A,Active,EASTERN CONSOLIDATION AND DISTRIBUTION SERVICES INC,ECD SERVICES INC,"405 STERLING ST, CAMP HILL PA 17011-5723","405 STERLING ST, CAMP HILL PA 17011-5723",,,Cumberland County,Hampden Twp,"Nov 1,2024","Dec 31,2025"
106271,IA47100,Transporter for Hire Class A,Active,STATESIDE BRANDS LLC,FEDERAL DISTILLING,"161 CECIL B MOORE AVE UNIT 103, PHILADELPHIA PA 19122-3234","161 CECIL B MOORE AVE UNIT 103, PHILADELPHIA PA 19122-3234",,,Philadelphia County,Philadelphia City,"Dec 16,2024","Dec 31,2025"
131319,IA61055,Transporter for Hire Class A,Active,EUSTELA IMPORTS LLC,EUSTELA IMPORTS LLC,"1180 STRATFORD RD, STRATFORD CT 06615-7694","1180 STRATFORD RD, STRATFORD CT 06615-7694",,,Lancaster County,Lancaster,"May 20,2025","Dec 31,2025"
118449,IA54561,Transporter for Hire Class A,Active,CMS TRANSPORTATION INC,CMS TRANSPORTATION INC,"1420 DELMAR DR, FOLCROFT PA 19032-1314","1420 DELMAR DR, FOLCROFT PA 19032-1314",,,Delaware County,Folcroft,"Feb 5,2025","Dec 31,2025"
110295,IA49486,Transporter for Hire Class A,Active,TRX GREAT LAKES INC,TRX GREAT LAKES INC,"8777 ROCKSIDE RD, CLEVELAND OH 44125-6112","8777 ROCKSIDE RD, CLEVELAND OH 44125-6112",,,Philadelphia County,Philadelphia City,"Nov 20,2024","Dec 31,2025"
115038,IA52396,Transporter for Hire Class A,Active,WARRIOR FREIGHT SOLUTIONS INC,WARRIOR FREIGHT SOLUTIONS INC,"5900 S ARCHER RD #109, SUMMIT IL 60501","5900 S ARCHER RD #109, SUMMIT IL 60501",,,,,"Sep 10,2024","Dec 31,2025"
96468,IA40499,Transporter for Hire Class A,Active,THE UNION SLRK INC,THE CAMBRIDGE,"1508 SOUTH ST, PHILADELPHIA PA 19146","1508 SOUTH ST, PHILADELPHIA PA 19146",,,Philadelphia County,Philadelphia City,"Sep 20,2024","Dec 31,2025"
66910,IA4301,Transporter for Hire Class A,Active,CARAVAN LOGISTICS INC,CARAVAN LOGISTICS INC,"2284 WYECROFT RD  , OAKVILLE ON L6L6M1 Canada","2284 WYECROFT RD  , OAKVILLE ON L6L6M1 Canada",,,,,"Sep 3,2024","Dec 31,2025"
103190,IA45306,Transporter for Hire Class A,Active,US 1 LOGISTICS LLC,US 1 LOGISTICS LLC,"101 E TOWN PL STE 120, ST AUGUSTINE FL 32092","101 E TOWN PL STE 120, ST AUGUSTINE FL 32092",,,,,"Sep 4,2024","Dec 31,2025"
111734,IA50370,Transporter for Hire Class A,Active,"BIG CHEF COCKTAILS, LLC",APPLICANT'S ADDRESS,"23 LANTERN LN, CHESTERBROOK PA 19087-5823","23 LANTERN LN, CHESTERBROOK PA 19087-5823",,,Chester County,Tredyffrin Twp,"Sep 6,2024","Dec 31,2025"
111859,IA50440,Transporter for Hire Class A,Active,PORTIER LLC,PORTIER LLC,"1515 3RD ST, SAN FRANCISCO CA 94185","1515 3RD ST, SAN FRANCISCO CA 94185",,,,,"Sep 6,2024","Dec 31,2025"
51208,IA3895,Transporter for Hire Class A,Active,CASTELLINI COMPANY LLC,CASTELLINI COMPANY LLC,"2 PLUM ST, WILDER KY 41076-9120","2 PLUM ST, WILDER KY 41076-9120",,,,,"Oct 1,2024","Dec 31,2025"
103888,IA45732,Transporter for Hire Class A,Active,D & M CARRIERS LLC,FREYMILLER,"8125 SW 15TH  ST, OKLAHOMA CITY OK 73128","8125 SW 15TH  ST, OKLAHOMA CITY OK 73128",,,,,"Nov 4,2024","Dec 31,2025"
39906,IA3595,Transporter for Hire Class A,Active,EAGLE SYSTEMS INC,EAGLE SYSTEMS INC,"230 GRANT RD STE A-1, WENATCHEE WA 98807","PO BOX 2177, WENATCHEE WA 98807-2177",,,,,"Oct 15,2024","Dec 31,2025"
129622,IA60072,Transporter for Hire Class A,Active,FREIGHT LINE LLC,FREIGHT LINE LLC,"432 1/2 N LAW ST, ALLENTOWN PA 18102","432 1/2 N LAW ST, ALLENTOWN PA 18102",,,Lehigh County,Allentown,"Jan 27,2025","Dec 31,2025"
104261,IA46015,Transporter for Hire Class A,Active,US ECOLOGY TRANSPORTATION SOLUTIONS INC,US ECOLOGY TRANSPORTATION SOLUTIONS INC,"36345 VAN BORN RD STE A, ROMULUS MI 48174","17440 COLLEGE PKY STE 300, LIVONIA MI 48152",,,,,"Oct 18,2024","Dec 31,2025"
44024,IA3685,Transporter for Hire Class A,Active,FEDEX FREIGHT INC,FEDEX FREIGHT INC,"2200 FORWARD DR, HARRISON AR 72601","2200 FORWARD DR, HARRISON AR 72601",,,,,"Oct 8,2024","Dec 31,2025"
61301,IA4141,Transporter for Hire Class A,Active,GREATWIDE DALLAS MAVIS LLC,GREATWIDE DALLAS MAVIS,"2150 CABOT BLVD W, LANGHORNE PA 19047-1852","2150 CABOT BLVD W, LANGHORNE PA 19047-1852",,,Bucks County,Middletown Twp,"Sep 5,2024","Dec 31,2025"
64443,IA4212,Transporter for Hire Class A,Active,KNIGHT REFRIGERATED LLC,KNIGHT REFRIGERATED LLC,"20002 N 19TH AVE, PHOENIX AZ 85027-9603","20002 N 19TH AVE, PHOENIX AZ 85027-9603",,,,,"Sep 5,2024","Dec 31,2025"
61756,IA4157,Transporter for Hire Class A,Active,WALL STREET SYSTEMS INC,WALL STREET SYSTEMS INC,"3329 FROST RD, MANTUA OH 44255-9487","3329 FROST RD, MANTUA OH 44255-9487",,,,,"Oct 16,2024","Dec 31,2025"
118088,IA54343,Transporter for Hire Class A,Active,AUTOLINX EXPRESS INC,AUTOLINX EXPRESS INC,"375 MARKET DR, MILTON ON L9T3H5 Canada","375 MARKET DR, MILTON ON L9T3H5 Canada",,,,,"Oct 3,2024","Dec 31,2025"
117342,IA53804,Transporter for Hire Class A,Active,DRT LOGISTICS LLC,DRT LOGISTICS LLC,"850 HELEN DR, LEBANON PA 17042-7456","850 HELEN DR, LEBANON PA 17042-7456",,,Lebanon County,Lebanon,"Oct 3,2024","Dec 31,2025"
69367,IA4324,Transporter for Hire Class A,Active,LEXINGTON INTERMODAL LLC,LEXINGTON INTERMODAL LLC,"3329 FROST RD, MANTUA OH 44255-9487","PO BOX 847, MANTUA OH 44255-9487",,,,,"Nov 12,2024","Dec 31,2025"
121323,IA56410,Transporter for Hire Class A,Active,ELLIOTT COMMERCIAL SERVICES LLC,ELLIOTT COMMERCIAL SERVICES LLC,"1227 PINE RIDGE DR, PERKIOMENVILLE PA 18074","1227 PINE RIDGE DR, PERKIOMENVILLE PA 18074",,,Montgomery County,Upper Frederick Twp,"Oct 1,2024","Dec 31,2025"
115134,IA52445,Transporter for Hire Class A,Active,WAKEFIELD TRANSPORTING LLC,WAKEFIELD TRANSPORTING LLC,"5404 NE COOKINGHAM DR, KANSAS CITY MO 64156-1043","5404 NE COOKINGHAM DR, KANSAS CITY MO 64156-1043",,,,,"Jan 8,2025","Dec 31,2025"
130647,IA60655,Transporter for Hire Class A,Active,OPTIMUS TRUCKING LLC,OPTIMUS TRUCKING LLC,"150 N HAFT  ST, HOUSTON PA 15342","150 N HAFT  ST, HOUSTON PA 15342",,,Washington County,HOUSTON,"Mar 25,2025","Dec 31,2025"
117734,IA54093,Transporter for Hire Class A,Active,GIANT EAGLE INC,GIANT EAGLE INC,"101 KAPPA DR, PITTSBURGH PA 15238-2809","101 KAPPA DR, PITTSBURGH PA 15238-2809",,,Allegheny County,Ohara Twp,"Nov 21,2024","Dec 31,2025"
72961,IB4522,Transporter for Hire Class B,Active,LARRY STAHL LLC,LARRY STAHL LLC,"3502 MAIN ST, MUNHALL PA 15120-3259","3205 MCKNIGHT EAST DR, PITTSBURGH PA 15237-6423",,,Allegheny County,Munhall,"Oct 24,2024","Dec 31,2025"
65704,IB4233,Transporter for Hire Class B,Active,KONRAD BEER DISTRIBUTOR INC,KONRAD BEVERAGE CO,"1320 HURFFVILE RD, DEPTFORD NJ 08096-3818","1320 HURFFVILE RD, DEPTFORD NJ 08096-3818",,,,,"Sep 10,2024","Dec 31,2025"
105128,IB46466,Transporter for Hire Class B,Active,BURGH BITES LLC,BRICK 'N' MORTAR,"1709 E RAILROAD ST, HEIDELBERG PA 15106","1709 E RAILROAD ST, HEIDELBERG PA 15106",,,Allegheny County,Heidelberg,"Sep 6,2024","Dec 31,2025"
99826,IB43091,Transporter for Hire Class B,Active,SLUGGERS SPORTS ENTERPRISES LLC,BIGBAR,"14 E 10TH ST, ERIE PA 16501-1408","14 E 10TH ST, ERIE PA 16501-1408",,,Erie County,Erie,"Sep 11,2024","Dec 31,2025"
104790,IB46353,Transporter for Hire Class B,Active,BMS INC,BMS INC,"151 RIVERSIDE DR, FULTONVILLE NY 12072","151 RIVERSIDE DR, FULTONVILLE NY 12072",,,,,"Oct 7,2024","Dec 31,2025"
110348,IB49673,Transporter for Hire Class B,Active,DERRICK WOLFE TRUCKING LLC,DERRICK WOLFE TRUCKING LLC,"8080 Pierpont RD, Bloomfield NY 14469","8080 Pierpont RD, Bloomfield NY 14469",,,,,"Sep 13,2024","Dec 31,2025"
47015,IB3748,Transporter for Hire Class B,Active,KRAMER BEVERAGE CO LLC,KRAMER BEVERAGE CO,"161 S 2ND RD, HAMMONTON NJ 08037","PO BOX 470, HAMMONTON NJ 08037",,,,,"Oct 10,2024","Dec 31,2025"
110375,IB50950,Transporter for Hire Class B,Active,VALERIE LYNN GEORGE LLC,GEORGES BEER DISTRIBUTOR,"105 TICKLE LANE, KITTANNING PA 16201","105 TICKLE LANE, KITTANNING PA 16201",,,Armstrong County,Rayburn Twp,"Oct 9,2024","Dec 31,2025"
72201,IB4489,Transporter for Hire Class B,Active,ANZALONE SPECIAL BEER LLC,ANZALONE SPECIAL BEER LLC,"1219 HUNTSVILLE RD, SHAVERTOWN PA 18708-9598","1219 HUNTSVILLE RD, SHAVERTOWN PA 18708-9598",,,Luzerne County,Jackson Twp,"Dec 23,2024","Dec 31,2025"
8617,ID765,Importing Distributor (Malt),Active,"WILSON-MCGINLEY, INC.","WILSON-MCGINLEY, INC.","123 36TH ST, PITTSBURGH PA 15201-1900","123 36TH ST, PITTSBURGH PA 15201-1900",,JOHN R MCGINLEY JR,Allegheny County,Pittsburgh,"Feb 3,2025","May 31,2026"
8464,ID37,Importing Distributor (Malt),Active,"BRADFORD CITY BEERS, INC.","BRADFORD CITY BEERS, INC.","240-242 WEST WASHINGTON ST, BRADFORD PA 16701-1029","240-242 WEST WASHINGTON ST, BRADFORD PA 16701-1029",,TOM R VICKERY,Mckean County,Bradford,"Jul 12,2024","Jul 31,2025"
